brand,carHL,carName,carUrl,color,description,doors,lot,model,price,style,views,vinCode,year
Ford,"['\nPart of the George Shinn No Reserve Collection \r\n', '\nNon-Conforming VIN / Replacement VIN Plate \r\n', '\n1942 Ford Front End\r\n', '\nStewart Warner Gauges \r\n', '\nOverdrive Transmission \r\n', '\nLeather Interior \r\n', '\nRemote Door Poppers\r\n', '\nPower Brakes \r\n', '\nA/C\r\n', '\nGrant Woodgrain Steering Wheel \r\n', '\nOne-Off Hand Built Custom \r\n', '\nLT1 Corvette Engine \r\n', '\nAir Ride Technologies Suspension \r\n', '\nPower Windows \r\n', '\nStaggered 18/20"" Ridler Wheels \r\n', '\nPower Steering \r\n', '\nPistol Grip Shifter \r\n', '\nFinished in 2002 Prowler Orange Paint\n']",Woody,https://www.gaaclassiccars.com/vehicles/39691/1948-ford-woody,Orange,LT1 Corvette Engine,2,ST0072,Woody,,Sedan,"1,627 Views",VIN:2375443,1948
Ford,"['\nPart of the George Shinn No Reserve Collection \r\n', '\nRestored \r\n', '\nAutomatic Transmission \r\n', '\n15"" White Painted Steel Wheels on Goodyear All Terrain Tires \r\n', '\nDana 30 Front Axle \r\n', '\nFord 9"" Rear\r\n', '\nRetro Sounds Radio\r\n', '\nDana 20 Transfer Case\n']",BroncoSport,https://www.gaaclassiccars.com/vehicles/39690/1975-ford-bronco-sport,Red,Restored,2,ST0071,Bronco,,Suv,"2,499 Views",VIN:U15GLW65900,1975
Panoz,"['\nPart of the George Shinn No Reserve Collection\r\n', '\n1 of 44 Panoz Roadsters Built From 1992-1995\r\n', '\n5.0L 225hp Ford V8 Engine\r\n', '\nGreen Exterior Over a Tan Interior \r\n', '\nThe Second of Six Examples Produced for the 1994 Model Year \r\n', '\n5 Speed Manual Transmission\n']",Roadster,https://www.gaaclassiccars.com/vehicles/39687/1994-panoz-roadster,Green,1 of 44 Panoz Roadsters Built From 1992-1995,2,ST0068,Roadster,,Convertible,"5,108 Views",VIN:1P9PR2828RB213002,1994
Ford,"['\nPart of the George Shinn No Reserve Collection \r\n', '\n5.4L V8 Supercharger Engine\r\n', '\n6 Speed Manual Transmission\r\n', '\n500hp at 6,000 RPM\r\n', '\nBrembo 4 Wheel Disc Brakes \r\n', '\nShelby Leather Interior Package \r\n', '\nSVT Package \r\n', '\nPower Windows \r\n', '\nPower Locks\r\n', '\nPower Steering \r\n', '\nTilt Steering Wheel \r\n', '\nA/C\r\n', '\nShaker 500 Sound System\n']",MustangShelby GT500,https://www.gaaclassiccars.com/vehicles/39689/2007-ford-mustang-shelby-gt500,White,5.4L V8 Supercharger Engine,2,ST0070,Mustang,,Coupe,"2,045 Views",VIN:1ZVHT88S175216982,2007
Ford,"['\nPart of the George Shinn No Reserve Collection\r\n', '\nRetractable \r\n', '\n312 CID Thunderbird Special V8 Engine\r\n', '\nFrom the Collection of Chick-Fil-A Founder Truett Cathy \r\n', '\nThis Vehicle was Once Owned by the Billy Graham Family \r\n', '\nFord-O-Matic Automatic Transmission \r\n', '\nPower Steering \r\n', '\nPower Retractable Hard Top \r\n', '\nBlack/Colonial White Exterior Paint Code ""AE""\r\n', '\nBlack Vinyl Air Weave Interior \r\n', '\nWide White Wall Tires with Full Wheel Covers\r\n', '\nAM Pushbutton Radio\r\n', '\nMatching Fender Skirts\n']",FairlaneSkyliner,https://www.gaaclassiccars.com/vehicles/39678/1957-ford-fairlane-skyliner,Black/Colonial White,Retractable,2,ST0067,Fairlane,,Convertible,"4,651 Views",VIN:D7UW202787,1957
Chevrolet,"['\nPart of the George Shinn No Reserve Collection\r\n', '\n235 CID Engine\r\n', '\nFrame Off Restoration \r\n', '\nAspen Green Over Fathom Green \r\n', '\nDeluxe Options \r\n', '\nPowerglide Transmission\n']",Deluxe,https://www.gaaclassiccars.com/vehicles/39686/1951-chevrolet-deluxe,Green,235 CID Engine,2,ST0066,Deluxe,,Coupe,"3,670 Views",VIN:JAD101421,1951
Ford,"['\nPart of the George Shinn No Reserve Collection \r\n', '\nAll Steel Body \r\n', '\nTurbo 400 Transmission \r\n', '\n350 CID Engine\r\n', '\nCustom Red Leather \r\n', '\nBillet Specialties Aluminum Wheels\n']",Coupe,https://www.gaaclassiccars.com/vehicles/39685/1938-ford-coupe,Black,All Steel Body,2,ST0065,Coupe,,Coupe,"9,279 Views",VIN:18434287,1938
Volkswagen,"['\nPart of the George Shinn No Reserve Collection\r\n', '\nNut & Bolt Restoration \r\n', '\nEngine Rebuilt and Upgraded to 1835cc, Rebuilt Gearbox, New Clutch, New Muffler and Dual Empi Carburetors \r\n', '\nNew Paint, Interior, Chrome, Glass, Weather Stripping, German Canvas Top, Boot Cover, Floor Mats, Steering Wheel, 15"" Empi Alloy Wheels, and Tires\r\n', '\nComplete New Brake System & Front Disc Brakes \r\n', '\nRebuilt Front & Rear Suspension and Sway Bar \r\n', '\nVintage A/C\n']",Karmann Ghia,https://www.gaaclassiccars.com/vehicles/39683/1971-volkswagen-karmann-ghia,Gray,Nut & Bolt Restoration,2,ST0063,Karmann Ghia,,Convertible,"6,272 Views",VIN:1412200462,1971
Studebaker,"['\nPart of the George Shinn No Reserve Collection \r\n', '\nCustom Built \r\n', '\nSmall Block Chevy 350 Engine\r\n', '\nChevrolet Automatic Transmission \r\n', '\nTeal Exterior with Custom Two Tone Interior\n']",President Series C,https://www.gaaclassiccars.com/vehicles/39682/1934-studebaker-president-series-c,Teal,Custom Built,4,ST0062,President Series C,,Sedan,"1,873 Views",VIN:5164018,1934
American,"['\nPer Title Mileage Not Actual \r\n', '\nPart of the George Shinn No Reserve Collection\r\n', '\nPer CARFAX and AutoCheck Reports: Previous Titles Branded Exceeds Mechanicals Limits and Not Actual Mileage / Mileage Inconsistency\r\n', '\nInline 6 Engine was Fully Rebuilt During Restoration \r\n', '\nNew Carpet Kit from ACC\r\n', '\nFull Frame Off Restoration\r\n', '\nHEI Distributor\r\n', '\nStainless Steel Hinge Kit \r\n', '\nRancho Suspension and Shocks \r\n', '\nNew Laredo Graphics Kit from Phoenix Graphics\r\n', '\nOriginal AMC Wheels with Center Caps\r\n', '\nCustom Grant Wood Steering Wheel\r\n', '\nAll Steel Body \r\n', '\nAluminum Valve Cover \r\n', '\nBest Top with Soft Doors and Matching Spare Tire Cover\n']",JeepCJ7,https://www.gaaclassiccars.com/vehicles/39680/1985-american-jeep-cj7,Yellow,Full Frame Off Restoration,2,ST0060,Jeep,,Suv,"2,980 Views",VIN:1JCCF87A2FT008308,1985
Ford,"['\nPart of the George Shinn No Reserve Collection\r\n', '\nNon-Conforming VIN / Replacement VIN Plate\r\n', '\nNew Dolphin Gauges \r\n', '\nChromed Swivel Windshield Frame\r\n', '\nFresh New Interior & Carpet with Custom Panels\r\n', '\nPowder Coated Valve Covers with Polished Headers\r\n', '\nWOLO Horns and Billet Aluminum Hood Rod\r\n', '\nChrome Solid Axle 4 Link & Shocks\r\n', '\nCustom Mesh Bug Net for Grill and Highway Driving\r\n', '\nFull Frame Off Nut & Bolt Build \r\n', '\nHEI Ignition System\r\n', '\nNew Automatic Transmission \r\n', '\nNew Staggered Dayton Chrome Wire Wheels \r\n', '\nPolished Billet Aluminum Air Steering Wheel\r\n', '\nPolished Aluminum Intake with Dual Snorkel Air Cleaner \r\n', '\nBillet Aluminum Pulleys with Electrical Fans\r\n', '\nConcealed Power Brake Booster Underneath \r\n', '\nUnderdrive Billet Aluminum Pulley Kit \r\n', '\nFull Upholstered Truck with Battery Box & Cover \r\n', '\nFactory 383 Stroker Engine\r\n', '\nA/C\n']",Roadster,https://www.gaaclassiccars.com/vehicles/39684/1932-ford-roadster,Yellow,Full Frame Off Nut & Bolt Build,2,ST0064,Roadster,,Convertible,"2,593 Views",VIN:18171135,1932
Jeep,"['\nPart of the George Shinn No Reserve Collection \r\n', '\n4 Wheel Drive \r\n', '\nCragar Black Wheels with Cooper AT Tires\r\n', '\nNew Basecoat Clear Custom Paint\r\n', '\n4x7 Hard Shell Tent\r\n', '\nLED Lights / Front & Rear \r\n', '\n5.3L LS V8 Engine\r\n', '\nRough Country 3"" Lift \r\n', '\nCustom Body Armor Rock Sliders\r\n', '\nVintage A/C\r\n', '\nCustom Slide-Out with Camping Equipment\r\n', '\nCustom Front and Rear Bumpers\n']",CherokeeOverland Custom,https://www.gaaclassiccars.com/vehicles/39681/1990-jeep-cherokee-overland-custom,Red,4 Wheel Drive,2,ST0061,Cherokee,,Suv,"2,427 Views",VIN:1J4FJ87L8LL121149,1990
Chrysler,"['\nPart of the George Shinn No Reserve Collection\r\n', '\nLimited Production \r\n', '\nMileage Not Branded on Title / Owner Believes to be 9,500 Actual Miles\r\n', '\nClean CARFAX Report\r\n', '\nFinished in Black with Dark Slate Gray and Alcantara Suede Interior \r\n', '\nAMG Tuned 3.2L V6 Engine\r\n', '\n1H1 Supercharger and Power Output of 330hp\r\n', '\n5 Speed Autostick Automatic Transmission \r\n', '\nPower Assisted Steering \r\n', '\nPower Heated Fold Away Mirrors \r\n', '\nAM/FM Radio with CD Player \r\n', '\n240W AMP with 6 Speakers/Subwoofers\r\n', '\nLeather Wrapped Steering Wheels \r\n', '\nSRT 15 Spoke Alloy Wheels\n']",CrossfireSRT-6,https://www.gaaclassiccars.com/vehicles/39679/2005-chrysler-crossfire-srt-6,Black,Limited Production,2,ST0059,Crossfire,,Coupe,"1,635 Views",VIN:1C3AN79NX5X044362,2005
Plymouth,"['\nPart of the Pfeiffer University No Reserve Collection \r\n', '\nMatching Numbers Engine \r\n', '\nChrome Front Bumper \r\n', '\nFog Lights\r\n', '\nHood Pins \r\n', '\nPower Steering \r\n', '\nPainted Air Cleaner \r\n', '\nEdelbrock 4 Barrel Carburetor \r\n', '\nPainted Valve Covers \r\n', '\n383 CID Engine \r\n', '\nPower Front Disc Brakes \r\n', '\n4 Speed Manual Transmission \r\n', '\nAM Radio\r\n', '\nPistol Grip Shifter \r\n', '\nBlack Vinyl Upholstered Front Bucket & Rear Seat \r\n', '\nRally Wheels \r\n', '\nDual Exhaust \r\n', '\nRear Spoiler \r\n', '\nChrome Rear Bumper \r\n', '\nRallye Red Exterior Paint with Black 383 Billboards\r\n', '\nBuild Sheet\n']",Cuda,https://www.gaaclassiccars.com/vehicles/39846/1971-plymouth-cuda,Rallye Red,Matching Numbers Engine,2,ST0057,Cuda,,Hardtop,"4,320 Views",VIN:BS23N1B342588,1971
Plymouth,"['\nPart of the Pfeiffer University No Reserve Collection \r\n', '\nNon Conforming VIN / Incorrect Fasteners \r\n', '\nMatching Numbers Engine \r\n', '\nChrome Front Bumper \r\n', '\nHood Pins \r\n', '\nPower Steering \r\n', '\nA/C\r\n', '\n4 Barrel Carburetor \r\n', '\nPainted Valve Covers \r\n', '\n340 CID Engine \r\n', '\nAutomatic Transmission \r\n', '\nAM Radio \r\n', '\nBlack Vinyl Upholstered Front Bucket and Rear Seats \r\n', '\nCenter Console \r\n', '\nPistol Grip Style Shifter \r\n', '\nRally Wheels \r\n', '\nDual Exhaust \r\n', '\nChrome Rear Bumper \r\n', '\nVitamin C Exterior Paint with Black Hockey Stripes \r\n', '\nBroadcast Sheet\n']",Cuda,https://www.gaaclassiccars.com/vehicles/39844/1970-plymouth-cuda,Vitamin C,Matching Numbers Engine,2,ST0056,Cuda,,Hardtop,"2,473 Views",VIN:BS23H0B401236,1970
Plymouth,"['\nPart of the Pfeiffer University No Reserve Collection \r\n', '\nMatching Numbers Engine \r\n', '\nChrome Front Bumper \r\n', '\nPower Steering \r\n', '\nA/C\r\n', '\nPainted Air Cleaner \r\n', '\n4 Barrel Carburetor \r\n', '\nPainted Valve Covers \r\n', '\n340 CID Engine\r\n', '\nPower Brakes \r\n', '\n4 Speed Manual Transmission \r\n', '\nAM Radio \r\n', '\nPistol Grip Shifter \r\n', '\nBlack Vinyl Upholstered Front Bucket and Rear Seats \r\n', '\nVinyl Top \r\n', '\nHub Caps \r\n', '\nPainted Wheels \r\n', '\nDual Exhaust \r\n', '\nChrome Rear Bumper \r\n', '\nTrue Blue Metallic Exterior Paint with Black Stripes \r\n', '\nBroadcast Sheet\r\n', '\nCopy of Original Invoice\n']",Cuda,https://www.gaaclassiccars.com/vehicles/39843/1972-plymouth-cuda,True Blue Metallic,Matching Numbers Engine,2,ST0055,Cuda,,Hardtop,"1,543 Views",VIN:BS23H2B437157,1972
Chevrolet,"['\nPart of the Pfeiffer University No Reserve Collection \r\n', '\nChrome Front Bumper \r\n', '\nPower Steering \r\n', '\nChrome Air Cleaner \r\n', '\n4 Barrel Carburetor \r\n', '\nChrome Valve Covers \r\n', '\n396 CID Engine \r\n', '\nSuper Sport Hood \r\n', '\n4 Speed Manual Transmission \r\n', '\nAM Radio\r\n', '\nAftermarket Tachometer \r\n', '\nBlue Vinyl Upholstered Front Bucket Seats and Rear Seat \r\n', '\nCenter Console \r\n', '\nChevrolet Hub Caps \r\n', '\nPainted Wheels\r\n', '\nDual Exhaust \r\n', '\nChrome Rear Bumper \r\n', '\nMarina Blue Exterior Paint\n']",ChevelleSS,https://www.gaaclassiccars.com/vehicles/39842/1966-chevrolet-chevelle-ss,Marina Blue,396 CID Engine,2,ST0054,Chevelle,,Coupe,"2,800 Views",VIN:138176K121125,1966
Dodge,"['\nPart of the Pfeiffer University No Reserve Collection \r\n', '\nMatching Numbers Engine\r\n', '\nChrome Front Bumper \r\n', '\nPower Steering \r\n', '\nA/C\r\n', '\nHolley 4 Barrel Carburetor\r\n', '\nPainted Valve Covers \r\n', '\n383 CID Engine\r\n', '\nAutomatic Transmission \r\n', '\nAM Radio\r\n', '\nTan Vinyl Upholstered Front & Rear Seats \r\n', '\nTan Vinyl Top \r\n', '\nRally Wheels \r\n', '\nRedline Tires \r\n', '\nDual Exhaust \r\n', '\nChrome Rear Bumper \r\n', '\nCream Exterior Paint with Black Stripe\n']",Super Bee,https://www.gaaclassiccars.com/vehicles/39841/1969-dodge-super-bee,Cream,Matching Numbers Engine,2,ST0053,Super Bee,,Hardtop,"2,109 Views",VIN:WM23H9G209141,1969
Plymouth,"['\nPart of the Pfeiffer University No Reserve Collection\r\n', '\nChrome Front Bumper \r\n', '\nHood Pins\r\n', '\nPower Steering \r\n', '\nA/C\r\n', '\nPainted Air Cleaner \r\n', '\nPainted Valve Covers \r\n', '\n360 CID Engine \r\n', '\nPower Front Disc Brakes \r\n', '\nAutomatic Transmission \r\n', '\nAM Radio\r\n', '\nWhite Vinyl Upholstered Front Bucket Seats & Rear Seat \r\n', '\nCenter Console \r\n', '\nRally Wheels \r\n', '\nDual Exhaust \r\n', '\nRear Spoiler \r\n', '\nChrome Rear Bumper \r\n', '\nSienna Metallic Exterior Paint with White Stripes\n']",Cuda,https://www.gaaclassiccars.com/vehicles/39839/1974-plymouth-cuda,Sienna Metallic,360 CID Engine,2,ST0052,Cuda,,Hardtop,"1,429 Views",VIN:BS23L4B254717,1974
Dodge,"['\nPart of the Pfeiffer University No Reserve Collection\r\n', '\nPer NMVTIS Report: Previous Title Branded Exceeds Mechanical Limits by Ohio 06/17/2022\r\n', '\nMatching Numbers Engine \r\n', '\nRare A66 Package\r\n', '\nChrome Front Bumper\r\n', '\nPower Steering \r\n', '\nA/C\r\n', '\n4 Barrel Carburetor \r\n', '\nPainted Valve Covers \r\n', '\n340 CID Engine \r\n', '\nPower Brakes \r\n', '\nAutomatic Transmission \r\n', '\nPioneer Stereo Head Unit \r\n', '\nBurnt Orange Vinyl Upholstered Front Bucket Seats & Rear Seat \r\n', '\nCenter Console \r\n', '\nRally Wheels \r\n', '\nDual Exhaust \r\n', '\nChrome Rear Bumper \r\n', '\nDark Burnt Orange Metallic Exterior Paint \r\n', '\nBroadcast Sheet & Build Sheet\n']",Challenger,https://www.gaaclassiccars.com/vehicles/39837/1970-dodge-challenger,Dark Burnt Orange Metallic,Matching Numbers Engine,2,ST0051,Challenger,,Hardtop,"2,371 Views",VIN:JH23H0B384232,1970
AMC,"['\nPart of the Pfeiffer University No Reserve Collection\r\n', '\nChrome Front Bumper \r\n', '\nPower Steering \r\n', '\nA/C\r\n', '\nPainted Air Cleaner \r\n', '\nPainted Valve Covers \r\n', '\n343 CID Engine\r\n', '\nAutomatic Transmission \r\n', '\nAM Radio\r\n', '\nRed Vinyl Upholstered Front Bucket Seats\r\n', '\nCenter Console \r\n', '\nCarpeted Rear Shelf \r\n', '\nRally Wheels \r\n', '\nRedline Tires \r\n', '\nDual Exhaust \r\n', '\nChrome Rear Bumper \r\n', '\nBlack Exterior Paint with Red Stripes\n']",AMX,https://www.gaaclassiccars.com/vehicles/39836/1969-amc-amx,Black,343 CID Engine,2,ST0050,AMX,,Hardtop,"2,253 Views",VIN:A9C397T315578,1969
Dodge,"['\nPart of the Pfeiffer University No Reserve Collection\r\n', '\nChrome Front Bumper \r\n', '\nPower Steering \r\n', '\nAftermarket Aluminum A/C Compressor \r\n', '\nPainted Air Cleaner \r\n', '\n4 Barrel Carburetor \r\n', '\nPainted Valve Covers \r\n', '\n340 CID Engine \r\n', '\nPower Front Disc Brakes \r\n', '\nRam Air Hood \r\n', '\nAutomatic Transmission \r\n', '\nAftermarket JVC AM/FM/CD Head Unit\r\n', '\nAftermarket Speaker System \r\n', '\nCustom Pistol Grip Shifter \r\n', '\nCustom Black and Lime Green Vinyl Upholstered Front Bucket Seats & Rear Seat \r\n', '\nVinyl Top \r\n', '\nRally Wheels\r\n', '\nDual Exhaust \r\n', '\nRear Spoiler \r\n', '\nChrome Rear Bumper \r\n', '\nLime Green Exterior Paint\n']",Challenger,https://www.gaaclassiccars.com/vehicles/39834/1973-dodge-challenger,Lime Green,340 CID Engine,2,ST0048,Challenger,,Coupe,"1,339 Views",VIN:JH23H3B265725,1973
Dodge,"['\nPart of the Pfeiffer University No Reserve Collection \r\n', '\nChrome Front Bumper \r\n', '\nHideaway Headlights\r\n', '\nPower Steering \r\n', '\nA/C\r\n', '\nPainted Air Cleaner \r\n', '\nPainted Valve Covers \r\n', '\n318 CID Engine\r\n', '\nPower Front Disc Brakes\r\n', '\nAutomatic Transmission \r\n', '\nBlack Vinyl Upholstered Front Bucket Seats & Rear Seat \r\n', '\nCenter Console \r\n', '\nVinyl Top \r\n', '\nRally Wheels \r\n', '\nDual Exhaust \r\n', '\nChrome Rear Bumper  \r\n', '\nCitron Yella Exterior Paint\n']",ChargerSE,https://www.gaaclassiccars.com/vehicles/39835/1971-dodge-charger-se,Citron Yella,318 CID Engine,2,ST0049,Charger,,Coupe,"1,438 Views",VIN:WP29G1G126092,1971
Mercury,"['\nPart of the Pfeiffer University No Reserve Collection \r\n', '\nChrome Front Bumper \r\n', '\nHideaway Headlights\r\n', '\nA/C\r\n', '\nPower Steering \r\n', '\nChrome Air Cleaner Lid \r\n', '\nChrome Valve Covers \r\n', '\n351 CID Engine\r\n', '\nPower Front Disc Brakes \r\n', '\nAutomatic Transmission\r\n', '\nWood Steering Wheel \r\n', '\nKenwood AM/FM/Cassette \r\n', '\nBlack Vinyl Upholstered Rear Seat \r\n', '\nBlack Convertible Soft Top \r\n', '\nRally Wheels \r\n', '\nDual Exhaust \r\n', '\nRear Spoiler \r\n', '\nChrome Rear Bumper \r\n', '\nRed Exterior Paint with Black Stripes \r\n', '\nMarti Report\n']",Cougar,https://www.gaaclassiccars.com/vehicles/39833/1970-mercury-cougar,Red,351 CID Engine,2,ST0047,Cougar,,Convertible,"1,620 Views",VIN:0F94M538344,1970
Pontiac,"['\n5,636 Actual Miles \r\n', '\nSingle Family Ownership Since New\r\n', '\n389 CID V8 Engine\r\n', '\nAutomatic Transmission\r\n', '\nPower Steering\r\n', '\nPower Brakes \r\n', '\nRecent Repaint\n']",Catalina,https://www.gaaclassiccars.com/vehicles/39992/1960-pontiac-catalina,Gray,"5,636 Actual Miles",White,ST0046,Catalina,,Station Wagon,"1,541 Views",VIN:160S18080,1960
Chevrolet,"['\n388 Actual Miles \r\n', '\n50th Anniversary Edition \r\n', '\n350 CID 5.7L 350hp Engine \r\n', '\n6 Speed Manual Transmission \r\n', '\nTransparent Removable Roof Panel \r\n', '\nWindow Sticker \r\n', '\nBuild Sheet\n']",Corvette,https://www.gaaclassiccars.com/vehicles/39915/2003-chevrolet-corvette,Maroon,388 Actual Miles,2,ST0045,Corvette,,Tan,842 Views,VIN:1G1YY22G835113468,2003
Chevrolet,"['\nFrame Off Restoration \r\n', '\n396 CID Big Block Engine\r\n', '\n400 Turbo Automatic Transmission \r\n', '\nVintage A/C\r\n', '\n4 Corner Air Ride\r\n', '\n20/22 Intro Billet Wheels \r\n', '\nPower Windows \r\n', '\nPower Steering \r\n', '\nFront Disc Brakes \r\n', '\nHotchkis Front and Rear Oversized Sway Bars \r\n', '\nFinished Trunk Compartment \r\n', '\nGrill Guard \r\n', '\nBillet Specialties Valve Covers \r\n', '\nBillet Front Runner Pulley System\n']",Impala,https://www.gaaclassiccars.com/vehicles/40024/1959-chevrolet-impala,Red,Frame Off Restoration,2,ST0044,Impala,,Coupe,"1,431 Views",VIN:E59S309052,1959
Dodge,"['\nSpecial Order \r\n', '\n1 of 169 Finished in Triple Nickel Silver \r\n', '\nDemonic Red Laguna Leather Interior with Branding \r\n', '\nSupercharged 6.2L HEMI 1025hp Engine\r\n', '\nTorqueflight Eight Speed Automatic Transmission \r\n', '\n""Last Call"" Under-Hood Plaque\r\n', '\nForged Aluminum Wheels \r\n', '\nWindow and Bumper Sticker Still Affixed\r\n', '\n170 Satin Black Hood, Roof and Decklid Graphic\r\n', '\nPower Sunroof \r\n', '\nPremium Group \r\n', ""\nTriple Nickel was Dodge's Unveiling Color that Got Flown in by Helicopter \r\n"", '\nSold New at Scott Robinson Dodge in Torrance, California\r\n', '\nOne Owner \r\n', '\nClean CARFAX Report / Available Upon Request\n']",ChallengerSRT Demon 170,https://www.gaaclassiccars.com/vehicles/39955/2023-dodge-challenger-srt-demon-170,Triple Nickel Silver,1 of 169 Finished in Triple Nickel Silver,2,ST0042,Challenger,,Coupe,"2,069 Views",VIN:2C3CDZL90PH101081,2023
Chevrolet,"['\nOriginal Factory Color Goodwood Green Metallic with Matching Hardtop, Black Convertible Top and Black Interior \r\n', '\n327 CID V8 Engine Rated at 300hp \r\n', '\nMuncie M20 4 Speed Manual Transmission \r\n', '\nNew Black OE Quality Convertible Top\r\n', '\n10 Bolt 3.36 Ratio Rear Differential \r\n', '\nAM/FM Radio\r\n', '\nSide Pipes \r\n', '\nFactory Rally Wheel Trim on White Wall Tires\n']",CorvetteStingray,https://www.gaaclassiccars.com/vehicles/39933/1967-chevrolet-corvette-stingray,Goodwood Green,Original Factory Color Goodwood Green Metallic,2,ST0040,Corvette,,Convertible,"1,334 Views",VIN:194677S100934,1967
Chevrolet,"['\nRed Exterior\r\n', '\nBlack Leather Interior\r\n', '\nCasting #8970010 Small Block Engine\r\n', '\n4-Speed Manual Transmission\r\n', '\nHEI Distributor\r\n', '\nHolley 500CFM Carburetor\r\n', '\nEdelbrock C3BX Manifold\r\n', '\nRam Horn Exhaust Manifold\r\n', '\nCamel Hump Iron Heads\r\n', '\nPower Steering and Brakes\r\n', '\nAir Conditioning\r\n', '\n15"" Steel Wheels with Checkered Flag Spinner Wheel Covers\r\n', '\nBF Goodrich Radial T/A Tires\n']",Corvette,https://www.gaaclassiccars.com/vehicles/39861/1965-chevrolet-corvette,Red,Small Block / 4-Speed,2,ST0041,Corvette,,Black,"1,065 Views",VIN:194375S112342,1965
Ford,"['\nGeorgia Registration Only \r\n', '\n239 CID Engine \r\n', '\n3 Speed Manual Transmission \r\n', '\nRebuilt Drivetrain and Flathead / Bored and Stroked \r\n', ""\nMercury Crank and Modern Overdrive for More Comfortable Cruising at Lower RPM's \r\n"", ""\nIn several states including Georgia, Alabama, New York, Connecticut, Vermont, Maine, Rhode Island, and New Hampshire, vehicle titles aren't issued for older vehicles; registrations are. However, in North Carolina, a registration can be used to apply for a title if accompanied by a proof of purchase and notarized bill of sale. Our auction mandates that any seller with a registration provides a proof of purchase, and we'll furnish the buyer with a notarized bill of sale after the vehicle sells. We also announce this at the auction to help out-of-state buyers inquire with their DMV about the forms required to obtain a title in their state.\n""]",Super Deluxe,https://www.gaaclassiccars.com/vehicles/39788/1941-ford-super-deluxe,Maroon,239 CID Engine,2,ST0039,Super Deluxe,,Station Wagon,"1,015 Views",VIN:186239474,1941
Ford,"['\nCharity Vehicle Donated by Megan & George Shinn\r\n', '\nFrom The George Shinn Collection\r\n', '\nAll Proceeds Benefit the Mary Sunshine House\r\n', ""\nMary Sunshine House's mission is to enrich the lives of adults with neurodevelopmental / autism spectrum disorders by helping them realize their individual potential for self-reliant living, meaningful productive work, successful socialization, and experiences in ongoing physical and emotional growth.\r\n"", '\nTo find out more about Mary Sunshine House or to make a donation please visit www.marysunshinehouse.org\r\n', '\nBoss 302 / 444hp V8 Engine\r\n', '\n6-Speed Manual Transmission\r\n', '\nRecaro Front Seats\r\n', '\nRear Seat Delete\r\n', '\nLaguna Seca Specific Front Splitter and Rear Spoiler\r\n', '\nHigh Coil Spring Rates\r\n', '\nManually Adjustable Shocks and Struts\r\n', '\nLarger Diameter Rear Sway Bar\r\n', '\nRear Cross-Car X Brace\r\n', '\nTorsen Differential\r\n', '\n19x9 Front / 19x10 Rear Lightweight Alloy Wheels\n']",Mustang,https://www.gaaclassiccars.com/vehicles/39724/2012-ford-mustang,Ingot Silver,Charity Vehicle Donated by Megan & George Shinn,2,ST0039.1,Mustang,,Coupe,"2,455 Views",VIN:1ZVBP8CU2C5200044,2012
Chevrolet,"['\nClean CARFAX\r\n', '\nMileage Exempt On Title Owner Believes To Be 55K Miles\r\n', '\n5.7L LS6 Engine\r\n', '\n6-Speed Manual Gearbox\r\n', '\nLimited Slip Differential\r\n', '\nTorch Red Exterior\r\n', '\nBlack Leather Interior\r\n', '\n17/18 Forged Alloy Wheels\r\n', '\nMichelin Pilot Sport Tires\r\n', '\nMemory Package\r\n', '\nDual-Zone Climate Control\r\n', '\nCruise Control\r\n', '\nPower Driver Seat\r\n', '\nLarge Screen Bluetooth Stereo\r\n', '\nRear Spoiler \r\n', '\nCold Air Intake\r\n', '\nStainless Engine Compartment Covers\r\n', '\nOptima Redtop Battery\n']",CorvetteZ06,https://www.gaaclassiccars.com/vehicles/39980/2001-chevrolet-corvette-z06,Torch Red,5.7L LS6 Engine,2,ST0037,Corvette,,Coupe,996 Views,VIN:1G1YY12S015122712,2001
Jeep,"['\nBuilt by Rub Trux\r\n', '\nHemi Swap 392 with 505 HP \r\n', '\nLift Kit\r\n', '\nWinch with Upgrade Bumper\r\n', '\nRoll and Lock Bed Cover\r\n', '\nLight Bar\r\n', '\nGraphic Package\r\n', '\nPower Running Boards\r\n', '\nFunctional Hood Scoop with Tri-Level Hydro-Guide\r\n', '\n10.3"" Ground Clearance\r\n', '\nDual Mode Exhaust with Quad Tailpipes\r\n', '\n35"" Tires on Fuel Wheels\r\n', '\nFox Shocks\n']",GladiatorRubicon,https://www.gaaclassiccars.com/vehicles/40118/2022-jeep-gladiator-rubicon,Black,Graphic Package,White,ST0038,Gladiator,,Jeep,559 Views,VIN:1C6JJTBG5NL174706,2022
Chevrolet,"['\n396 CID Engine\r\n', '\nLoaded with Options \r\n', '\nRS/SS\n']",CamaroRS/SS,https://www.gaaclassiccars.com/vehicles/39858/1969-chevrolet-camaro-rs-ss,Silver,396 CID Engine,2,ST0036,Camaro,,Coupe,"1,948 Views",VIN:124379N517318,1969
Ford,"['\nSold at Parkway Ford in Winston-Salem, NC in 1996\r\n', '\nOne Owner per CARFAX\r\n', '\nClean CARFAX Records\n']",BroncoXLT,https://www.gaaclassiccars.com/vehicles/39978/1995-ford-bronco-xlt,Blue/White,One Owner per CARFAX,2,ST0034,Bronco,,Suv,"1,454 Views",VIN:1FMEU15N1SLA42212,1995
